,max_rank,min_rank
0957630549,5364471,82419
1940161010,6034880,264609
1635252350,2455691,114249
B00P81C0EA,362674,1064
0763688452,2190610,84348
1848846118,5982981,201449
0195573560,87326,2942
B07CBST7T8,30521,479
B00440DR4I,1355115,80272
0812924126,502618,5322
1250111307,226593,9
0544456092,941169,54118
1927598508,1915691,95281
0520293932,1171271,25361
1775540456,1107635,64869
9659254008,2088828,110529
1614176620,11344435,7519464
1945547693,10197,101
B074QWT4ND,17657,1912
1441993975,744361,386184
0071422986,36988,3570
B00727XSYY,767524,97308
B06VXFYQ5G,1096450,114583
0141182342,503974,19448
B00KWG9OF4,39505,4169
0736966137,450818,1029
0199298831,5559483,4719957
B00FHCGF2S,1480742,592505
1250024226,1018198,49706
B01IABGTF0,1148225,104619
B00DLOZ160,102797,1183
B01N468RZO,58230,2109
1591847745,21152,742
B01H7JPN0S,1063595,115452
1849967202,451234,3551
B07DWKYLDB,157459,17529
B010TSTV3O,10441302,9744422
1631571168,5389177,69069
B072HMWSX6,628354,22890
0982255489,371738,10739
1780665202,6676567,153382
161935294X,8182853,5562766
0060894083,92358,6477
B01MD0TQMQ,1661565,43146
1934840378,5170402,258532
0996777717,306698,4559
0231180985,422040,29725
192897323X,5449445,140421
9491386042,2531248,120632
0273790374,2815349,98554
B00NAX9TGU,2140241,167064
B003Y8XRDW,1617002,107576
B07CZ6TC1K,4911525,170559
B00KWJ88RG,2721776,181576
B074MWHR16,192053,4629
B00S04C80I,1416036,107018
B075ZYL7YG,15514,13
B00LC9L048,1957022,185661
1935688154,2400652,103687
B07D8VB3DK,346220,20714
1468028030,2554218,129948
B0759Z3SPN,428291,13650
B075VZVVZS,787130,134088
B000FCKKOE,415761,42954
0205947999,312066,22287
3442487048,8932330,1581122
1542615852,10294733,597190
B01M1YHNM2,472231,11190
1434704890,15762,466
B011LZ079G,910386,81072
B01MRBX4GV,1351247,50752
B007GCY8FS,8515,3431
1620142996,692069,31463
022614044X,632304,5012
B06X14MWNB,363331,1999
B072JKYDJY,653029,72334
B00XIFZ8X8,2873110,201999
B00DUFCHVM,17337,341
1455595470,1524220,100886
B000QCQ9HK,2129311,146843
022638604X,769601,2844
1500248274,12537072,11080571
B000OP07QS,5350390,2235148
B00ANV96ZG,660473,56353
0071544313,1226691,44936
B01LWEA5J7,145683,5730
1629989649,1132304,125596
B074F9JH5Q,1584767,52437
1451673310,858,8
0310513979,447234,11064
B01MXO7VB5,1265927,1378
B0754VMBMD,23039,5369
3959578857,7713282,5952941
B071SG95CN,344914,13683
0230527256,4860391,186291
1910670812,3327427,134851
1493610503,3119560,97847
178276187X,452216,10863
1981032886,1142217,78958
B01KVPGGV0,683448,94702
1937556042,1693392,89394
B01NAT3W3H,1084877,26165
B0112J0KIE,1479851,13035
B075W8H47B,888468,50584
B00PCLUL0G,502500,4538
B00R6AVIDA,466856,655
B00CQYAWAG,260927,96
B001CN48VQ,19472,1909
0140367624,138603,38098
B073Z5DG4T,3681442,3259776
1328707261,865094,36243
0141339535,3625502,143587
B01N4WN4UY,2256263,151542
B071F7D44Y,3635061,172827
022650848X,2064738,35928
0316228583,130518,5005
0142181277,55385,7488
B01N3K9WXB,3382577,171127
0718097041,460781,20511
1942952651,448342,4102
0983396000,9697845,127788
031620157X,84411,6082
0718183428,2630178,84139
1516916530,3232203,2870018
B07C5YVGK2,2722395,2077188
163561080X,914405,44280
1481402706,1006154,65224
B00HFUAOWW,906071,65237
0143118722,777228,47115
0718083172,384914,9666
B07BPNSW8Y,1411561,56960
1843442043,6097496,129492
B01J448FDQ,1690319,114145
B075QJCGTD,812898,45639
B0120AT8DC,411685,6536
B01MTL9YGS,2510011,169353
B01664LDYA,337722,27780
1978440936,75134,3986
B00EX9RIOK,734902,103622
1912079127,1645363,44623
B06WVJ4LB5,260124,11501
B00ZCCXDX2,908543,72261
B00RWFQ7K8,1597279,101991
B004SQQJD4,721008,104955
B000OI0FO4,2127829,1863936
0963882201,3669521,195285
1608874087,399664,14346
B07BPJN182,13755,386
0814736734,1184717,10444
1626396078,10506240,6914246
055712428X,5510824,92730
B014CR0OR0,463192,68
1423120256,1180733,77351
0843174986,9159,45
1910780901,3360116,125695
1305071751,90262,1431
074947436X,1024625,47609
B072NYZ4SJ,772442,102182
B00Y71T0AE,85409,6579
0399146431,1255184,53020
B00BT4QRHG,1938,73
0785288066,56576,1536
1501111485,47971,5272
B00H8ESSRI,1418058,22561
B01COKNOZG,1508550,111930
1250042755,630169,20856
1138658243,6641448,239839
1582558213,1275353,68521
B01E8YIBCM,419369,45626
1845900626,2021919,42053
0812993543,1010,8
B06WVZ7CRK,28933,603
B073XTW8KP,512614,24078
1610530144,2538816,102875
B01H7MVETE,1336527,20147
B00IA3TED8,1929912,188242
3406688659,5312872,5057197
B01496BFQS,231401,5056
0976622815,1070344,40225
0230605303,1623513,101277
1781332088,3811849,106795
B000WAYRYI,3912944,115822
022641390X,8538612,131160
B072R5TS93,1014696,27319
B00LHOXH58,3932893,3519431
B00R6TG2ZA,405503,7805
0674289919,1398249,86524
1477813667,4939280,126300
B00C43JM3M,865021,64782
B01MQXHDIP,1228437,126505
1448617936,6596918,4598885
B009S2DK7Q,52215,593
0199608156,2598782,86456
B07978VL9C,1156935,155720
154804833X,1060411,61166
1973162261,216328,9978
B079WFQZMP,1192302,37858
0745961428,10536594,257940
B01BIEYL2O,3786042,223888
0451235320,2060494,99845
B0794TYT2R,1932907,178380
B00D2OCMS4,100831,14319
B07C3RZZ4S,1764722,98068
1786932989,3349115,113498
B06XNW7RXD,817699,20728
0062652508,23447,188
B07541X7JM,288661,28872
1518886280,3530289,101310
0521145686,2193760,79185
0415708087,3053329,102225
B06XMY3JD3,538099,3645
0321696727,179310,1604
0618002243,1323199,56988
1329564391,6056503,149567
085733056X,973971,38242
0385618891,2050640,115917
1616386959,1144930,19449
B0198VROZU,213363,34397
0679724699,57487,1055
B07CS2XCGN,122798,5420
B00QKZ8ELG,340576,29731
1502492059,237147,12622
B003YCPMGS,3650212,3227089
B01AI4GAAQ,883694,41004
0825410819,8417098,6567533
0321794265,482681,5424
B015JH2Z2Y,2366188,122274
B0777RZN5B,1599928,76964
1933665351,1296628,47468
B01DWF3XX0,1629124,112223
0345527208,604271,11545
B0089LOLR0,1166398,105016
B01N7OU9R8,797542,6633
0062344404,864309,40001
006256739X,1144003,39749
0471974994,3503679,173583
1783609230,350779,1687
B01ILFOME0,2606426,78604
B06WP41YMG,412587,785
374123897X,12010784,9678896
0956675247,1569603,68298
134995148X,3495875,118737
B00P667MTK,3163817,2784648
B00MLDKJL4,2481185,158504
1849510164,6117976,4305739
1973560704,896576,22643
1107165857,5647420,57241
0742557588,2441338,134332
0976072661,2016703,104382
B005OCYRLC,307085,30816
0062359258,2849561,153246
B014YUSQQ6,2192548,128544
1510723579,922563,60199
1592400868,441303,13076
0815385692,1607095,802139
3518465120,3665966,3579633
B079Z3XZD7,89070,901
B072BKVKWD,15886,129
1786060205,1807027,77580
B00I60NPTY,1579477,108786
B015Y2GMXC,3821621,2862867
B00L4YM70M,1660398,101365
849450648X,1789382,52894
1635750199,3564019,65357
B018F05SK8,165866,27558
1934885533,152565,6965
B06XC2FPLY,2114349,114632
B00P87F2DU,337600,27497
B01B86B8GE,469795,37483
B075ZXXJLS,1792561,41129
1784741035,541933,48062
B06VSV8RNJ,323851,2345
1478711809,12924381,212978
B01K3WN2LS,1570,4
B01HLOS4DC,1699042,92086
B0743DRF7V,348459,2145
1608879976,3304793,107055
B06XNKV5TS,20201,3248
0739424564,1821059,92844
B00OKJ7CEY,124480,85
1910105910,4432254,58072
B077Z79LVJ,467975,38470
B06XV8LBQX,929332,6283
B006AD9PXE,467527,42632
B075T7M6PW,3397411,3215302
1786811278,2074,84
B06Y1RY5PL,4398086,61619
B0775W2DXS,712311,37625
039306526X,460371,3774
1594732949,1215908,58378
B01BFJMV1K,2646860,127625
B00O3NFLX6,527382,5652
B005TL7FN0,1883166,1870397
B001JKV8EM,730775,62290
B00CWG91QE,225496,3573
B06XNV4S9L,852144,112658
B00KXJ66SS,1227600,105692
B00GC466P6,1338543,107898
B018XV0A4I,503620,22635
B00AMOL378,1112772,118402
1616144297,611509,16955
1772262366,323622,10377
019282421X,517882,7233
B007W2E3RU,643897,68602
1401922759,1200195,93384
0307953912,1191782,24129
B0064W5DX2,553401,54992
1979550883,8785959,2404286
B079HYHSXH,658737,75610
0091958091,2228405,144158
B01MY8RZZS,14133,13
B00BZW5HGY,303244,39154
B01FE6Y6PY,106026,906
B00R4Y5LO0,2224162,194819
B01KE7LKX4,100927,690
B07C97NJ64,1440428,79080
0765330342,45501,14
0262529084,692122,44434
B01MSVW424,1702044,93420
0345425979,318097,18602
1518621686,249369,6569
B00A7HW1TE,2379724,1975988
1604070870,812761,67254
B01ER6G0E2,360994,92
B07C34LMS7,1728699,94272
B00JUEWAS2,596026,38868
B00E1UY35I,895766,76693
1449489788,47465,189
B07952XPCZ,194594,2093
B01GUTHHWS,1160245,113416
B0046ZS28W,2370303,1950249
B01LY7IRT6,115023,30742
B00W2GUBP4,2412810,2111279
B07B6RT9LB,511532,9053
1504385799,2775486,187289
3866476132,3460921,156837
1522756779,1164921,50503
3862446948,10808138,232977
0190494522,428481,27397
1329665147,4856465,3502573
B00SJ2AH86,1359343,969828
B07CRTR3ST,180939,9294
1478944919,75286,4469
B00T8XNL8I,861397,63469
1471155900,2659039,95805
1250116163,3782771,9832
1501147188,831190,63579
1608873781,1160722,26920
0982761058,304306,146217
1539080463,7678067,159622
0061785695,270939,10117
B010FW81H6,951774,43686
B074QWFNN3,505099,11675
B06Y14VGZT,65110,3187
9176374947,3950123,84790
1592333745,452730,16565
1719546150,1414037,136799
B0173S5AZQ,1899990,111205
B00QPH1DUI,626682,58015
B072BVLDMS,2446574,2140996
B06XQMZSDS,2806855,94244
B076NSBLNQ,26661,84
B00WRYHLRC,4328301,3477468
B074QNLKP9,433,8
B00H5HYUS4,1115158,69210
B01AFYOB1Y,479493,22013
1906421064,2943476,55093
0552777056,6656044,239111
0557515165,7584591,165459
B00HTJJST4,281508,15986
B079RB1K1N,64112,10148
B00AV95HI0,527475,23664
067964475X,449956,5990
1948400286,1900482,41904
1939023599,2402126,121102
0262528312,2033847,63212
3831015775,6366585,5614772
B0759WWGRD,50144,1754
3642202934,14657630,12189640
B00MH2ME1W,965024,87420
B008AJJJNW,4897349,4209449
B00JDYJT4W,840841,75430
144220480X,813234,75730
1449483135,642839,12677
B00RYTGOK0,70770,290
0062310534,1076941,30011
B0044R8ZC0,883274,4107
B071NCSHHM,353222,761
007176299X,1429185,93995
0997666692,1865709,18281
B005NKMTQK,1665894,107539
1564843831,1017603,61594
B014Q61570,815764,64507
B07BVZC38W,23651,2153
1507877919,1484087,86376
B076YWWMDN,12424,198
B07B898PPW,1325541,101531
1936746840,2416184,87317
B0774XYQDB,1216880,83307
B00H0R79KU,1548868,183516
3442267749,1882605,62094
1419716395,451883,21209
B00AHV2D1Q,434359,27158
B01NAH2PWS,630697,100697
B01501H2KE,441887,66441
0385743890,1182375,1069518
B01CPGILSE,1517253,28378
B078XJF21T,2551720,123804
1942515715,3214002,86474
151363402X,1275336,34882
B00ABNENVI,3938963,1373385
1560259027,1007096,70989
110198001X,302531,11
0804136750,943726,22351
1481495283,1303682,39655
3548261949,3759550,120555
B00CF5DZ64,772065,49995
B01497ROUS,424898,57567
1138787736,1977904,69999
B076X8HLWT,26717,8796
B07CZTZLRK,163567,3391
162998941X,8619,171
B015WFNVP8,909308,52141
1536883328,4848726,2287144
3836958848,6399998,6013098
1911021931,2697256,182012
B00I5N01ZI,220752,6785
1781321833,3478018,128541
9176370585,3892896,130246
0349116032,1830361,71656
1101985992,1183726,21734
B00CKS9SFI,795460,67230
1401225756,22468,2068
0738740675,1355613,18824
B076KLCSC4,1946469,161697
0008275645,5866162,5286918
B077Q4264R,212058,18455
0307453243,2149798,92996
B008FCGJZA,4186976,3276369
B07BH2VH37,540457,9364
0099584190,10446806,160363
B00P00AV04,472968,84805
B00T06AVHM,1590402,141833
B005E8AN1Y,1884612,108323
099101667X,10758917,127943
0847861023,305281,9706
0143125338,85430,1404
1484213785,1520490,27420
B016PZQJC6,390126,43633
0545630142,61649,3099
1470049929,5564838,154295
1250125065,412165,23982
0571345298,659563,7360
1594202664,62423,3433
B01DRXCPW2,29223,72
B01JBL8L6S,37413,786
B00K7UH84O,321243,49424
B07B52X27D,1604735,875372
083084516X,265046,8062
B00I1HVPA8,655112,57041
0133793826,413643,1959
B00B6Z6HI2,7048,60
1538114666,2139718,202254
B078ZFC4WS,997869,64170
0143127705,541497,33890
B005J61DDI,235060,4205
B00CV30X1U,827016,11873
B075CBNC9F,322869,1057
B00UDCI7Q4,283475,5140
B07917KJGK,680475,12676
014303653X,15200,68
B00NN7MGTU,745691,53158
1423646797,657590,3788
1612966438,9102483,8148928
3407821824,5518986,247718
0062300547,1469,1
B072JKB1NP,1272464,26435
019562307X,4009873,147180
B00633W80S,1120526,78325
1613743416,39927,4908
B01MFFFJZD,1482575,132732
B01LYPWWIV,94700,1183
1847370292,1577437,36756
1476714789,785574,62211
B006VJN042,850673,82413
1118170512,362195,2639
1521169578,6362149,166451
B00CXAECS6,1463463,69226
B01L5PI1FE,10636,2329
3473523402,11061696,10914033
0761504109,664496,39068
1408838095,20574053,18017843
0895204568,7802538,207430
1782273123,946139,14696
1904838391,1125911,44173
B00HZH4ZTI,1422377,125367
0552564400,13871064,10507976
B003HNNGIA,2938538,170950
B019EYKWPU,9711,7932
B01EMQ5BWE,618820,38041
1452114234,765851,38654
B00CQ8NR18,673348,53149
B004MME5EY,88203,5684
B003CYLDBQ,2433087,242454
B004PVSNWC,245634,5750
B013Y6PAC4,412649,4753
B01M716AGU,1945189,1673877
1439139946,2987404,189350
B075Z15QSL,4751753,178402
1634505158,1671370,51461
0060787341,2182485,160164
9176374351,2289358,105814
0994618018,745260,15608
B074Y2DVSV,607605,47646
B005GSYZ52,552777,33963
393724834X,5821730,121794
B00CZCXT1S,1694345,108624
B01M18NDYZ,1994291,104866
B00WNLA9F0,1898734,1667617
0749464917,302363,23389
B010YSEGHK,1955511,162832
0957481217,14038110,10717017
B010GGFAWK,770866,54233
B07727CR7N,872125,13271
B078WG43QY,249008,8604
0226493660,463449,1498
B004YWFSFM,583424,53153
B01G0VM6XQ,166278,22024
B00IP7AXR0,329119,18577
1939457556,445260,1230
B06Y5NDRPW,1131926,78392
B01G2M4LYA,1930099,160454
B07B9KM782,35030,10787
0425251829,1885146,135826
B00RKQDAG8,1204432,90367
153560719X,2819816,84950
B00K5KG540,1423267,83212
B076P757V1,1672624,53587
B00DTWUKDS,858050,120933
1510736344,406208,14899
B00KN8UGDA,2116671,107797
1850772983,6437457,206693
1626192057,1488845,54645
B01AF63H4O,2481118,224658
1610391845,25132,1944
B077TST3VT,44528,139
1305112121,369238,2911
B016QMUZWI,641633,55507
B0081KRP8Q,231310,27330
B00GH1CH02,657486,78110
1781085072,2436803,62840
0142437220,97941,3379
3464371646,12252074,11988287
B0042RUZ7U,2010845,110942
1476669252,6731245,192282
0684824906,107771,3886
B00B4GP7O8,657245,54468
B076C1JLP2,344689,257
1470163756,4671127,131523
B01L88QU4W,664882,47061
0078025745,605891,21139
B07C93B46S,70221,2427
B00B6OW7BO,2118106,129109
1786468719,4751304,34990
193987033X,4143181,37955
0755345207,13548315,10109116
0241251605,3029527,150311
9176372359,2078329,56938
B00SEEN6OQ,1110443,17187
1501119966,2824034,3350
B01N9H8M5U,481499,19921
0521741440,1640306,88932
B074FHHZCW,3704788,155713
0571258123,11693395,7776528
0373134118,2270465,117118
0735219710,254218,11
B00NO8BVXK,1620747,105977
3492308767,7130350,156165
0062473042,55070,2725
B071F73P1C,416864,14472
B01NC094LI,2868539,151061
2266219162,5437863,4968485
B00C82VVM4,72489,7182
B01E2NEQLO,1284494,55525
0385345623,1645,47
1405226099,14740577,13852606
0263918076,3712501,143682
0749940654,13136516,12708780
B017MFWS8M,1471937,50485
1614310351,9249369,171830
1900929082,9201526,230956
0375725792,1225365,61774
B01JJE95F8,1017566,66904
B00ZUTQCTO,1666868,169167
B01JNZ6F38,2271797,78391
1973202670,1255851,74255
B075R74G8G,318868,4653
1786810999,646079,18789
140946086X,5266047,2835867
1250135702,6318795,7543
B07C9HJ4DY,989882,77638
1894997190,4065169,92814
B00ZPM8Q5O,958217,93201
B01KIW2B1K,4073352,3050427
B01GJ3KU8I,504287,69379
B00HHZX832,3291794,114295
0440215625,9158,374
9176372138,3560872,86766
0955203678,5392873,222880
B0751G6D7T,943697,27748
2081378760,3757601,86759
1495186083,3269420,240050
B00IDC1MLI,3838837,2882075
1781941696,2110822,87722
0316110183,2353793,1309234
B01MXTB314,1212844,1204626
1906342067,3822954,122895
B06XQLPTXJ,947070,44181
1503111288,609811,22789
1556226136,2421456,91844
1500527807,14007130,10682277
B077BZ98ML,4951011,1494611
B07CJZVXNS,2059726,90998
0486293629,190539,19583
1906791996,2502541,94129
0226923762,1228431,90520
B01L9GU5EE,1437996,105702
B013NI192I,304706,17505
094308802X,2044529,1566828
B00UEKRTW8,9083,857
B01MR41BFG,1416036,63452
B00OO8HBQK,469294,24871
1442494719,773184,30289
1631523376,1380163,65386
B07BNPNVTH,878587,55628
B075XC4PND,17240,80
0825478782,2750327,141360
1903436354,665886,31819
B00J6U1DOW,289497,2076
0199662622,2963560,275686
1454913940,74620,230
B01HM5SXHM,1155719,100973
0517880857,291245,19061
1683700163,3921867,80920
0648206009,622711,19177
1681060752,2092939,3014
B017UM2ZC6,1520561,103406
0999804308,112791,14029
B006QYWLGU,574219,150689
B00KPJNKTE,385255,751
0380813815,19623,1403
0062279300,434978,43314
B0797ZRQ9Q,3417116,2624762
B00NY8TK2Y,740428,30813
B076Q1ZJMZ,1437158,74489
1539301478,10050567,8832849
098214251X,943617,53328
193546082X,6623264,4614918
132986798X,3272161,130500
1910453234,7035826,154280
1490439838,1357897,90224
6070748549,2310194,90879
B00NRBXPM4,648890,9903
B00ZCKEMM0,414738,47484
1938895274,162116,54816
B00R6AVM90,583434,55945
9176374130,2035370,51690
1936009447,1708117,110548
B06W2HLDWC,519191,5209
168139684X,6852678,4756097
1938398777,2319793,47772
B07C1HYX11,530969,47635
052595189X,1040913,26259
B01MSC1E0E,117350,1342
B072HZ3ZGS,1402382,190160
B07C8M7PLT,175752,18899
3404157133,5432678,138185
1459706080,3581000,116681
B01EZQ1W24,356750,15268
B072BR2TZN,5452,105
B074WXXYWN,94400,813
1773393405,3305197,81092
1784102849,7095432,160382
0062417347,131328,759
B07BYDG51M,2953716,74310
B073TQ9LT8,767949,8984
1539070794,2873209,48149
0062657127,1288714,604
1545568723,1186371,84425
3319177915,916025,37205
B017GH5HWU,734070,57976
B01H9DSHQE,1027998,85935
1250127769,479,10
0743269748,133543,1576
1608822192,58242,5808
B00SEU9SWO,830615,4716
014011615X,2248622,116306
B078PVHFH1,517336,53116
0440414806,4179,76
B00GCROV5U,1516761,102739
1608608247,832577,11980
B06XHQK8X7,569155,45444
B07BDQP66D,907351,81156
0765380722,856609,27773
0692419284,13600036,12200724
1449392431,1055177,53469
B00Z3FRYV0,1254473,115990
3763349294,10812508,8268622
B00VZZ085G,28008,7973
1620072351,6264940,4395678
B00ANFW1WC,1565895,114113
1548176419,4747164,132608
1619632594,1919691,92933
B00MQRU69U,3094115,152839
B06Y2J874L,462356,761
1781721688,3078865,121241
1118950291,1592083,50067
B00475AYJQ,3027,927
1772261068,1145815,44382
B07B3KNKLH,943761,14887
0691156042,1071867,58374
030021698X,828118,7108
B01K6VPNAE,463561,818
B00I7UTS3A,995845,108765
B01N3TMXHF,479012,61612
B00ASDAY3C,630847,42667
0451474848,62302,617
0738754102,595276,22252
B00A22FETS,521941,6655
0962983519,1967672,49145
B019IOX4Y2,1769723,106121
B010T03FPM,1566369,75027
B077GKCLG4,952294,24820
B073RQH7HG,984401,53873
B073V1GRTT,500286,2984
B075N4D6DF,912938,39255
1520398522,1547102,63630
0684863847,1064814,5915
B07BZX9YRC,379856,8778
B00KFG44VK,413980,73327
162845427X,28665,5686
B00KQNVB54,674591,57735
0988619121,4545395,265345
B00IM0OOO8,612819,104204
B078RBL44F,282398,4734
0307278778,79611,1844
B074R1ZF8B,3492155,112077
1848454996,760363,102186
B00L3CVV8O,1949347,118906
197673598X,291131,4963
1780676085,1244654,58439
B01KI34AT0,499273,23748
B01K3WBS6Y,3501147,179656
B075JX5X13,1935721,100567
0128020288,403603,3807
B01LX1OTRV,2839563,222464
B0772XFYMH,1238549,34895
B00HP1I7Q6,1289733,120371
1586486675,549457,26238
1548807362,4343369,2398574
0743294688,346471,16401
B00VV94258,4524029,3746611
0521666112,1210112,12377
B01M8MH7H0,627350,33638
1938298071,1133,58
B00NFLSNAA,2291556,189641
1478948213,556370,7435
0719096626,10151773,10138135
163476367X,996366,35219
031021436X,181292,5919
B01D3FWLM8,1125670,68180
0871406802,162972,445
B00YHQXXGQ,743254,91519
1682914526,8924873,168678
1500822361,2857313,224382
B071W99V69,1318294,43217
1400078776,4959,8
178592348X,3900485,61688
1291718524,14875768,11755352
B0038LB4N0,631060,195688
B07BTPFZFD,499342,6804
B00H0735P8,865730,106501
0898705258,372093,13076
B079RN4X3S,1365609,28908
B071D8X63T,575808,22108
0805083391,54558,4904
1614173680,5187468,138796
B00EVYED6I,2194191,140526
3319228390,2813869,125910
1934255319,3594581,211688
B077682926,1071315,30052
B01CXO4VRI,2074,679
1423143434,4316,61
B01MYWN0BZ,1421895,16015
B01JEJCA4G,479566,153
B007V512A4,885825,12680
0470582464,4545773,3712103
B005BOHZ76,966809,87235
B07118ZCNM,448455,7120
B01EI2I4C6,1255966,113814
1472398564,6364652,242627
B07BTSN22M,274351,18439
0373284241,2656483,88960
1501102230,238297,616
B00EBO2DNI,480706,126
0062369598,36841,5579
B075LBQ9QG,29515,2127
B006L771NA,4133999,3202256
1440245304,532582,25185
B06XJ6V9W3,578707,6485
